name,asymmetry,diameter,red,green,blue,contrast,correlation,energy,homogeneity
ISIC_0032549,0,3.4,28.5701,12.3161,14.458,131.234,0.9347,0.7354,0.778
ISIC_0032550,1,3.5,16.2804,8.7731,10.5375,123.2524,0.9262,0.848,0.8859
ISIC_0032551,1,3.82,38.0144,20.2442,21.6179,235.6648,0.941,0.7332,0.7944
ISIC_0032552,0,2.6,18.9442,10.1264,7.1859,147.9541,0.9286,0.8555,0.8781
ISIC_0032553,0,4.06,47.2106,21.7739,18.7334,298.4006,0.9263,0.6761,0.7337
ISIC_0032554,0,2.18,12.772,6.2243,5.5482,90.0464,0.9322,0.9015,0.9222
ISIC_0032555,1,5.46,153.2145,113.9046,137.1227,483.4509,0.9131,0.11,0.281
ISIC_0032556,0,4.22,48.8524,32.6268,30.6189,274.0321,0.9482,0.6351,0.7309
ISIC_0032557,0,2.68,14.4416,12.8156,16.2944,216.0416,0.9285,0.8783,0.8932
ISIC_0032558,0,1.9,7.5715,3.8018,3.6246,62.2999,0.9094,0.9273,0.941
ISIC_0032559,0,2.64,11.0935,7.776,8.8117,90.3035,0.9356,0.8839,0.9031
ISIC_0032560,2,5.32,146.0323,110.8851,116.7502,468.4173,0.9338,0.146,0.3321
ISIC_0032561,0,3.8,26.4452,10.4136,11.5599,283.3491,0.8795,0.8047,0.8288
ISIC_0032562,1,2.7,22.0531,11.2559,6.7629,217.2252,0.9015,0.8257,0.856
ISIC_0032563,0,4.72,52.3621,36.3537,50.342,330.4063,0.9386,0.5649,0.671
ISIC_0032564,0,3.98,44.3478,32.2556,39.8485,307.321,0.9467,0.6644,0.7287
ISIC_0032565,0,2.66,25.4619,15.5015,17.2191,176.1312,0.9531,0.8332,0.8669
ISIC_0032566,0,2.88,9.9926,5.6249,5.2473,129.9539,0.8952,0.9188,0.9301
ISIC_0032567,0,4.46,45.4071,29.8034,37.7041,245.3425,0.9497,0.6414,0.7043
ISIC_0032568,0,4.3,121.3148,108.198,105.3624,458.7876,0.9625,0.3134,0.6147
ISIC_0032569,0,2.9,15.1124,9.4544,10.5084,132.9641,0.9299,0.8644,0.897
ISIC_0032570,0,3.84,45.215,31.4974,36.5194,316.2965,0.9568,0.7225,0.7729
ISIC_0032571,1,2.0,12.4023,7.1714,6.7539,191.474,0.9052,0.9229,0.9324
ISIC_0032572,0,1.36,4.6217,2.3167,2.2084,62.1326,0.8802,0.9613,0.9658
ISIC_0032573,0,3.88,42.6936,22.1853,27.998,347.6654,0.9333,0.7362,0.7802
ISIC_0032574,0,3.24,18.6328,12.9663,11.9158,203.3914,0.9261,0.8544,0.889
ISIC_0032575,2,4.74,38.0793,21.7102,30.5332,245.6679,0.9367,0.6853,0.7851
ISIC_0032576,1,5.24,94.3121,82.9953,102.188,952.373,0.9219,0.4083,0.5804
ISIC_0032577,0,3.38,19.3767,10.7356,8.9122,138.2475,0.8987,0.7691,0.8146
ISIC_0032578,0,1.64,9.2525,5.0252,6.4088,103.5655,0.9226,0.9362,0.9461
ISIC_0032579,0,4.6,45.3256,30.9658,33.5086,323.5749,0.9459,0.687,0.7668
ISIC_0032580,0,2.46,15.0938,7.1299,7.1982,135.3368,0.9134,0.8841,0.9018
ISIC_0032581,0,2.62,15.7935,8.0556,8.2922,110.3786,0.9299,0.863,0.8902
ISIC_0032582,0,5.48,143.3354,122.1939,116.7732,236.7715,0.9472,0.068,0.3652
ISIC_0032583,0,1.9,2.9515,2.3664,2.6054,65.5366,0.8757,0.9674,0.9706
ISIC_0032584,2,1.26,47.1249,35.3651,40.5726,384.4623,0.9341,0.63,0.781
ISIC_0032585,1,4.82,34.0668,14.5709,19.8788,127.3284,0.9556,0.7443,0.8126
ISIC_0032586,0,2.48,11.879,5.3817,6.2382,112.7516,0.8953,0.8905,0.9052
ISIC_0032587,1,3.32,27.3005,15.9563,15.4925,177.6452,0.9437,0.7907,0.8341
ISIC_0032588,1,4.08,26.2036,13.7053,13.681,125.3557,0.9468,0.7792,0.8332
ISIC_0032589,0,3.74,42.8976,21.417,22.7627,296.0982,0.931,0.7113,0.7654
ISIC_0032590,0,1.38,1.8031,0.9139,1.2354,18.9943,0.8173,0.9651,0.9721
ISIC_0032591,0,2.8,27.7639,15.8193,10.976,221.2255,0.935,0.8111,0.8426
ISIC_0032592,0,5.46,39.8945,36.975,41.3874,274.7606,0.9529,0.6402,0.7197
ISIC_0032593,0,2.58,11.4837,3.8847,4.8045,66.5019,0.9081,0.8863,0.9142
ISIC_0032594,0,1.92,10.8097,5.7494,5.746,89.0773,0.9359,0.9243,0.9393
ISIC_0032595,0,1.88,6.0466,2.8622,3.5995,48.1858,0.9062,0.9365,0.9488
ISIC_0032596,0,2.86,21.0624,11.6292,10.8141,136.2189,0.9383,0.8258,0.8547
ISIC_0032597,0,5.04,55.4805,31.6443,28.7882,299.7748,0.9427,0.614,0.6932
ISIC_0032598,1,3.48,26.0884,12.6795,11.6683,134.7968,0.9447,0.8023,0.848
ISIC_0032599,0,4.14,17.4627,9.5885,11.649,93.0055,0.9405,0.8167,0.8537
ISIC_0032600,0,1.94,4.8634,2.2111,2.4067,43.8681,0.8815,0.9354,0.9482
ISIC_0032601,0,1.62,8.0402,5.2476,3.9047,117.3964,0.9279,0.9549,0.9626
ISIC_0032602,0,4.26,40.4252,20.8502,23.6746,195.8974,0.9519,0.7216,0.7845
ISIC_0032603,0,4.74,23.9693,19.9657,19.1737,393.2071,0.9293,0.8545,0.9013
ISIC_0032604,2,5.7,124.3597,111.6771,118.4547,547.6737,0.9372,0.2154,0.3671
ISIC_0032605,0,3.74,28.8011,14.7258,13.7751,162.2969,0.955,0.825,0.8655
ISIC_0032606,0,4.52,34.3934,22.4904,15.1494,330.1941,0.9341,0.782,0.8169
ISIC_0032607,0,2.6,20.5595,11.2511,11.9829,186.0418,0.9316,0.8522,0.8817
ISIC_0032608,0,5.02,37.1356,25.4975,25.721,285.7203,0.9272,0.6737,0.74
ISIC_0032609,1,4.58,127.294,96.9077,116.2567,454.7686,0.9541,0.2682,0.4781
ISIC_0032610,0,4.62,12.6279,10.3934,10.4864,157.2389,0.9243,0.8807,0.9043
ISIC_0032611,0,2.68,13.8689,8.9826,10.7039,239.6609,0.8977,0.9012,0.9128
ISIC_0032612,0,1.4,4.7327,1.7661,2.216,39.0161,0.8812,0.9519,0.9603
ISIC_0032613,1,5.88,53.0233,33.7182,40.7044,544.9736,0.917,0.6429,0.7092
ISIC_0032614,0,4.9,23.8133,18.1581,18.9623,311.0317,0.9346,0.8495,0.9104
ISIC_0032615,0,4.58,46.6062,21.3572,21.8211,231.3934,0.9428,0.6811,0.7474
ISIC_0032616,0,4.64,13.829,10.537,12.065,172.9667,0.9216,0.8793,0.902
ISIC_0032617,0,3.52,30.9194,17.6871,16.8753,253.3767,0.9311,0.7829,0.8252
ISIC_0032618,0,3.92,16.3931,10.9198,11.1643,123.7644,0.9042,0.7298,0.7821
ISIC_0032619,0,5.06,22.1359,18.6015,18.465,317.3737,0.9327,0.8515,0.8944
ISIC_0032620,1,4.24,34.0461,21.3807,21.3132,164.9312,0.9419,0.6559,0.7234
ISIC_0032621,1,1.0,3.1012,1.7574,1.8147,62.724,0.8619,0.9766,0.9788
ISIC_0032622,0,3.74,40.3555,15.867,11.5171,208.677,0.9324,0.7161,0.7741
ISIC_0032623,0,3.84,31.7291,16.3489,17.2586,160.9193,0.9515,0.7765,0.8193
ISIC_0032624,1,4.64,10.4694,8.47,9.2454,153.426,0.9099,0.9016,0.9258
ISIC_0032625,0,3.2,19.4184,8.8641,7.9085,97.874,0.9143,0.7663,0.8231
ISIC_0032626,0,3.66,30.0958,22.2765,26.1673,206.4977,0.9547,0.7557,0.7942
ISIC_0032627,0,4.98,52.6213,23.6002,34.9785,197.949,0.912,0.4371,0.5411
ISIC_0032628,0,2.34,17.2863,8.2247,9.4053,114.8981,0.9483,0.894,0.9114
ISIC_0032629,0,2.72,13.376,7.2827,8.6707,155.6152,0.9107,0.9008,0.9175
ISIC_0032630,0,3.7,19.2148,8.2586,10.5725,96.1233,0.9288,0.81,0.8433
ISIC_0032631,0,3.78,47.5782,29.9665,28.3985,322.2081,0.9587,0.7497,0.8129
ISIC_0032632,0,3.64,43.0492,26.6678,33.0025,345.3701,0.9469,0.7446,0.8111
ISIC_0032633,0,3.54,21.1593,13.0775,12.1435,154.3886,0.9303,0.8076,0.8416
ISIC_0032634,0,2.08,14.2186,7.9988,7.41,186.9657,0.914,0.9108,0.9254
ISIC_0032635,0,2.06,14.8705,8.2229,4.5268,143.8103,0.9324,0.9093,0.9246
ISIC_0032636,1,1.34,2.9829,1.6494,1.5414,45.7441,0.8136,0.9596,0.965
ISIC_0032637,0,3.82,33.6116,16.0054,18.8477,150.2387,0.9334,0.6698,0.7277
ISIC_0032638,0,5.52,46.2835,29.2874,30.2522,365.4528,0.9286,0.6595,0.7335
ISIC_0032639,0,3.92,44.0198,25.3492,21.6692,248.3519,0.9448,0.688,0.7482
ISIC_0032640,0,4.52,25.5255,13.344,12.484,168.4142,0.9053,0.7094,0.7686
ISIC_0032641,2,5.5,152.5855,137.6673,150.9337,303.3007,0.9241,0.0788,0.3984
ISIC_0032642,0,5.38,155.772,130.5678,141.683,388.859,0.9246,0.086,0.3274
ISIC_0032643,0,4.72,13.5559,11.8018,12.0666,169.9383,0.9274,0.868,0.8947
ISIC_0032644,0,4.56,82.6764,73.0203,78.6076,432.6943,0.9636,0.4832,0.6905
ISIC_0032645,1,6.02,19.3602,16.4558,20.0659,194.9055,0.9317,0.8045,0.8874
ISIC_0032646,1,5.04,152.6436,89.0635,73.9609,636.4607,0.9249,0.2399,0.3963
ISIC_0032647,0,2.72,20.9681,10.1034,11.5511,124.939,0.9449,0.8515,0.8888
ISIC_0032648,0,5.5,157.4573,131.1892,129.115,266.9799,0.9326,0.0702,0.3912
ISIC_0032649,0,1.88,4.4722,2.2411,2.0687,59.7506,0.8283,0.9426,0.9502
ISIC_0032650,0,2.86,17.1286,8.5687,7.0738,205.2992,0.9076,0.8911,0.9044
ISIC_0032651,0,2.4,15.5811,8.6916,8.3167,123.6055,0.9324,0.8771,0.9023
ISIC_0032652,0,1.76,6.9546,4.7729,4.8022,154.8234,0.883,0.9521,0.9592
ISIC_0032653,1,4.76,150.9289,130.6492,147.1621,572.9171,0.945,0.1995,0.5189
ISIC_0032654,0,2.42,50.095,36.5837,31.563,733.3537,0.8997,0.6695,0.7294
ISIC_0032655,0,4.34,44.4159,31.0824,30.2905,274.9782,0.9579,0.7151,0.8024
ISIC_0032656,0,4.72,32.65,29.7099,33.2854,274.3468,0.9436,0.693,0.7531
ISIC_0032657,0,1.44,4.6141,1.9566,2.2218,45.8147,0.8815,0.9534,0.9592
ISIC_0032658,0,2.78,22.3605,13.2239,12.6956,277.6879,0.9285,0.8754,0.9005
ISIC_0032659,0,5.16,56.5651,38.4925,34.3461,348.4748,0.9446,0.6041,0.6798
ISIC_0032660,2,5.62,154.0704,138.5795,148.5407,793.212,0.9261,0.179,0.4097
ISIC_0032661,1,2.1,11.2679,4.9487,5.4137,109.8741,0.9013,0.9107,0.9243
ISIC_0032662,2,5.64,148.1743,126.0627,143.7817,224.7044,0.9291,0.0565,0.3334
ISIC_0032663,0,2.4,9.9248,3.3868,5.5617,109.7419,0.8215,0.8767,0.8961
ISIC_0032664,0,1.78,6.362,3.5786,3.5102,60.6057,0.8886,0.9199,0.9342
ISIC_0032665,2,5.78,157.227,120.1392,130.1825,294.1833,0.9422,0.037,0.2736
ISIC_0032666,2,5.28,147.3127,138.02,145.5592,418.3319,0.9324,0.1221,0.4645
ISIC_0032667,1,5.34,138.619,110.2547,115.7973,239.1046,0.9548,0.0931,0.3902
ISIC_0032668,1,2.6,15.8197,11.4136,13.2874,151.6066,0.9179,0.8282,0.873
ISIC_0032669,1,1.16,3.1218,1.9874,1.9736,55.0488,0.8677,0.9706,0.9741
ISIC_0032670,0,0.9,0.9675,0.6507,0.701,27.1208,0.6912,0.983,0.9854
ISIC_0032671,0,4.92,27.6415,16.5544,14.728,271.2447,0.9139,0.7801,0.8209
ISIC_0032672,0,2.26,11.7132,6.3134,5.1833,111.183,0.9135,0.9001,0.9152
ISIC_0032673,0,2.76,16.2348,9.7408,9.641,119.8208,0.9322,0.8537,0.883
ISIC_0032674,0,4.34,52.8015,21.2236,30.1707,228.7112,0.9305,0.5694,0.6537
ISIC_0032675,0,2.72,18.7895,11.9728,10.2057,176.6866,0.9329,0.8605,0.8837
ISIC_0032676,0,2.66,15.038,8.4872,7.3607,90.2879,0.9459,0.8788,0.9024
ISIC_0032677,0,3.66,33.8481,19.0711,20.3671,384.2398,0.9171,0.7892,0.8306
ISIC_0032678,0,1.34,3.8011,1.7936,1.8099,50.5597,0.8706,0.9672,0.971
ISIC_0032679,1,5.48,156.7316,126.0012,148.152,385.0265,0.933,0.105,0.4008
ISIC_0032680,0,2.7,18.5292,11.0323,10.0369,148.6409,0.9379,0.863,0.8902
ISIC_0032681,0,3.9,39.3841,22.7936,21.0154,350.3079,0.9181,0.7183,0.7757
ISIC_0032682,0,4.88,21.0486,16.2051,18.1758,295.4085,0.9318,0.8643,0.9095
ISIC_0032683,0,2.08,7.0723,2.8437,1.6436,42.0355,0.8919,0.9099,0.9268
ISIC_0032684,0,2.88,20.844,8.1775,5.5557,115.432,0.9157,0.8102,0.8419
ISIC_0032685,1,3.16,18.4616,10.722,10.7989,222.186,0.9028,0.8499,0.8769
ISIC_0032686,0,2.48,11.9389,6.4344,6.1241,81.1624,0.9361,0.9,0.9182
ISIC_0032687,2,6.04,152.9682,118.4378,127.5924,312.4786,0.9034,0.0377,0.2537
ISIC_0032688,0,4.12,57.7286,41.7408,47.6622,376.279,0.9597,0.6611,0.7186
ISIC_0032689,1,5.66,160.3761,136.3077,148.3279,222.3099,0.9553,0.044,0.3257
ISIC_0032690,2,5.34,137.1516,107.3204,113.7287,228.4755,0.968,0.1838,0.377
ISIC_0032691,0,2.66,20.358,9.7914,12.6591,188.1134,0.927,0.8673,0.8876
ISIC_0032692,0,4.12,17.8113,14.4603,21.3566,144.2631,0.8868,0.6481,0.7105
ISIC_0032693,1,5.8,71.1374,40.3574,42.2317,272.5675,0.9407,0.453,0.5734
ISIC_0032694,2,4.76,113.7351,85.8189,92.0235,577.623,0.9442,0.3351,0.4651
ISIC_0032695,0,3.84,24.4704,11.8969,13.4478,149.2061,0.9186,0.7155,0.7603
ISIC_0032696,0,4.78,47.6234,40.6477,45.8309,937.8793,0.9155,0.7302,0.7871
ISIC_0032697,0,5.34,56.18,25.5143,32.035,260.2119,0.9326,0.5642,0.6442
ISIC_0032698,1,5.54,55.6244,35.2725,38.7299,563.3929,0.9162,0.6314,0.6991
ISIC_0032699,0,2.38,11.1327,5.7658,5.1625,127.1839,0.9045,0.9126,0.9247
ISIC_0032700,1,2.62,19.9674,12.2895,11.7903,155.1146,0.9478,0.8675,0.9044
ISIC_0032701,0,2.5,13.4452,5.6111,3.391,75.5907,0.9264,0.8861,0.9084
ISIC_0032702,1,4.42,115.3269,93.4358,96.1291,479.1833,0.9588,0.3448,0.5272
ISIC_0032703,0,5.5,55.7725,38.0858,39.5473,321.6098,0.9533,0.6272,0.719
ISIC_0032704,0,4.68,18.1186,17.0577,17.4887,286.2993,0.9285,0.8574,0.8862
ISIC_0032705,1,3.86,10.1354,6.599,8.4333,68.5874,0.8554,0.7347,0.8164
ISIC_0032706,0,3.12,22.5532,9.914,10.0742,174.0682,0.9305,0.8503,0.8738
ISIC_0032707,0,2.54,19.3142,11.9495,8.6087,138.4384,0.9431,0.8514,0.8752
ISIC_0032708,0,1.62,5.429,2.9733,2.4256,63.6668,0.8793,0.9429,0.9498
ISIC_0032709,0,3.58,20.3833,12.4689,13.8254,172.2627,0.8959,0.7339,0.7734
ISIC_0032710,0,2.26,8.1605,3.3696,5.2152,62.202,0.8846,0.8999,0.922
ISIC_0032711,0,3.12,23.3573,12.1133,11.959,146.5161,0.933,0.8057,0.8493
ISIC_0032712,0,3.32,33.1068,17.83,16.4623,206.7215,0.9444,0.7732,0.825
ISIC_0032713,0,1.1,2.9772,1.5477,1.6498,49.4508,0.8561,0.9739,0.9765
ISIC_0032714,0,2.58,17.9521,10.1895,10.985,155.4183,0.9358,0.8756,0.8988
ISIC_0032715,0,1.42,8.7941,3.6125,4.7545,91.5412,0.9178,0.948,0.957
ISIC_0032716,0,2.82,19.2166,9.4963,10.4359,111.0635,0.9395,0.834,0.8652
ISIC_0032717,0,3.44,13.4214,6.0436,5.5187,78.8189,0.9202,0.8552,0.8875
ISIC_0032718,0,4.76,21.0838,14.036,15.0948,299.7887,0.8949,0.8208,0.8461
ISIC_0032719,0,4.08,24.7197,19.3334,19.7402,393.0983,0.9208,0.8382,0.8802
ISIC_0032720,0,1.18,2.3665,1.7203,1.6611,48.389,0.8014,0.9624,0.9665
ISIC_0032721,0,3.48,38.0033,19.8698,20.3498,298.3489,0.9325,0.7552,0.8046
ISIC_0032722,0,4.08,41.5715,26.0164,26.2618,287.6634,0.9516,0.7359,0.7902
ISIC_0032723,0,2.46,13.2628,7.4005,6.4811,117.1335,0.9295,0.9018,0.9185
ISIC_0032724,2,5.98,147.5706,115.5245,130.1827,260.1663,0.9088,0.0522,0.3499
ISIC_0032725,0,5.5,52.8959,37.8161,38.2257,448.6998,0.9216,0.5846,0.669
ISIC_0032726,1,4.78,19.6515,9.4656,12.6466,153.6685,0.9246,0.8413,0.868
ISIC_0032727,0,5.26,32.0218,22.7608,25.3,768.0885,0.8771,0.8051,0.8444
ISIC_0032728,1,1.52,1.8919,1.0106,0.8299,16.2033,0.8188,0.9568,0.9661
ISIC_0032729,1,2.34,15.1277,10.2281,10.6204,142.7223,0.9391,0.8868,0.9139
ISIC_0032730,0,4.9,29.9862,17.4581,19.8297,178.7952,0.8799,0.5053,0.5934
ISIC_0032731,0,2.56,9.4647,5.4418,4.06,132.9974,0.8814,0.9195,0.9308
ISIC_0032732,1,3.74,14.0913,7.9278,7.2571,106.2755,0.9197,0.8624,0.8893
ISIC_0032733,2,5.88,107.9922,88.6071,98.3329,871.5806,0.9113,0.3208,0.4775
ISIC_0032734,0,5.98,77.022,45.7861,38.1722,318.2515,0.9436,0.461,0.5729
ISIC_0032735,1,4.5,116.2365,94.5556,103.298,330.4118,0.9674,0.3017,0.572
ISIC_0032736,0,5.12,22.1893,14.2623,15.4875,289.5248,0.8862,0.7917,0.8258
ISIC_0032737,2,2.2,67.8481,57.3437,63.1315,328.8202,0.9595,0.4995,0.6906
ISIC_0032738,0,2.84,15.9711,9.5963,9.8876,208.399,0.9128,0.8906,0.9073
ISIC_0032739,0,4.56,41.5765,21.771,24.7818,225.2683,0.9435,0.6947,0.7583
ISIC_0032740,0,4.22,47.9795,35.1707,40.409,352.2341,0.945,0.6518,0.72
ISIC_0032741,0,4.26,35.1181,24.9646,28.4627,316.3154,0.9378,0.7441,0.7917
ISIC_0032742,2,5.28,129.0476,114.2061,122.3933,331.569,0.9452,0.1373,0.408
ISIC_0032743,0,5.0,59.2841,32.0319,33.8703,323.8779,0.9334,0.5609,0.6433
ISIC_0032744,0,3.02,25.234,14.6298,15.5201,167.568,0.9373,0.791,0.8309
ISIC_0032745,0,2.36,10.5341,9.6236,12.0292,200.7109,0.9135,0.9088,0.9195
ISIC_0032746,0,4.74,23.7359,16.7412,14.9992,289.908,0.9265,0.8402,0.8755
ISIC_0032747,1,2.32,11.9574,6.6583,5.0686,95.914,0.9226,0.8959,0.9159
ISIC_0032748,1,4.52,28.9463,7.841,10.8783,111.6852,0.9299,0.7487,0.8101
ISIC_0032749,0,5.0,32.6038,18.0565,13.7051,195.7898,0.9236,0.6939,0.75
ISIC_0032750,0,3.26,33.1324,20.0892,19.1544,217.0944,0.9469,0.765,0.8065
ISIC_0032751,0,3.48,25.1341,14.0812,12.619,156.4504,0.9428,0.8069,0.8456
ISIC_0032752,0,3.22,22.3841,15.7772,13.8167,171.4777,0.9449,0.8245,0.8603
ISIC_0032753,0,4.34,44.6214,22.1594,24.7168,322.2456,0.9346,0.7193,0.771
ISIC_0032754,0,4.46,124.3159,103.2895,118.2386,682.9246,0.9512,0.3363,0.5287
ISIC_0032755,0,1.14,4.2266,2.5902,2.7919,92.0701,0.8754,0.9712,0.9745
ISIC_0032756,2,5.58,132.6532,113.1599,133.5452,268.6288,0.9438,0.06,0.3167
ISIC_0032757,0,4.82,136.2031,109.5485,109.5348,435.5024,0.948,0.2033,0.4499
ISIC_0032758,0,1.9,5.8645,3.2148,3.121,70.6068,0.8525,0.916,0.9336
ISIC_0032759,0,2.84,21.4648,11.5694,11.2058,181.291,0.9407,0.8702,0.8939
ISIC_0032760,0,0.82,1.5974,0.8468,0.8243,27.6435,0.8144,0.9819,0.984
ISIC_0032761,0,4.66,43.4055,18.4519,23.7885,210.4581,0.939,0.677,0.748
ISIC_0032762,0,3.18,31.2829,17.1316,17.4377,185.7217,0.9514,0.7962,0.8436
ISIC_0032763,0,5.08,127.0212,103.7515,108.6848,400.5034,0.9526,0.2157,0.4146
ISIC_0032764,2,5.56,117.2058,92.4221,101.2948,659.4123,0.9405,0.3302,0.5726
ISIC_0032765,0,5.46,105.1482,61.4874,53.2911,700.9163,0.9315,0.4618,0.5729
ISIC_0032766,0,5.24,157.4205,120.6036,119.0031,330.4018,0.938,0.0973,0.3941
ISIC_0032767,0,1.2,3.2169,1.4578,1.4494,46.5407,0.8364,0.9674,0.9709
ISIC_0032768,1,2.28,7.0256,6.6899,6.8824,344.8075,0.8245,0.9466,0.9513
ISIC_0032769,1,1.74,7.2255,4.2807,4.0454,131.0651,0.8827,0.9481,0.9526
ISIC_0032770,0,5.62,22.6906,20.6821,22.2515,311.1612,0.9372,0.835,0.9
ISIC_0032771,1,3.1,19.8066,12.3787,13.9232,244.4066,0.9139,0.8532,0.8794
ISIC_0032772,0,3.1,17.9961,9.9563,13.6207,164.7559,0.9183,0.8395,0.8722
ISIC_0032773,0,3.9,29.3285,21.1496,26.2081,215.1047,0.9149,0.6498,0.7099
ISIC_0032774,0,3.52,28.5376,18.1152,21.6832,213.4586,0.9335,0.7534,0.793
ISIC_0032775,1,3.92,22.1374,11.4438,13.4225,272.8015,0.8556,0.7316,0.7714
ISIC_0032776,0,5.14,55.8304,36.3455,38.0533,291.06,0.954,0.6218,0.7046
ISIC_0032777,0,2.74,26.5161,15.8037,21.8148,333.5714,0.9366,0.8627,0.8883
ISIC_0032778,0,2.58,6.8069,3.7152,3.558,52.4171,0.9164,0.9281,0.9409
ISIC_0032779,0,2.76,15.4165,8.3934,7.9084,109.2574,0.9498,0.9028,0.9264
ISIC_0032780,0,4.9,128.1705,106.1527,112.8719,348.978,0.9537,0.1824,0.4267
ISIC_0032781,1,1.78,6.2378,3.3207,2.5158,55.0471,0.9035,0.938,0.9489
ISIC_0032782,0,4.92,18.1559,14.2907,14.5216,217.713,0.9305,0.8555,0.8837
ISIC_0032783,0,4.38,52.6403,27.7314,30.3244,287.9291,0.9331,0.5942,0.6726
ISIC_0032784,1,1.52,4.1417,1.7071,2.6349,39.9942,0.8661,0.9518,0.96
ISIC_0032785,2,5.36,148.5076,123.1539,148.0908,349.5913,0.9381,0.0956,0.3809
ISIC_0032786,1,1.34,1.7017,1.265,1.1768,21.4775,0.8324,0.9643,0.9708
ISIC_0032787,0,2.86,10.7518,6.0645,5.5063,104.8384,0.879,0.847,0.877
ISIC_0032788,0,3.36,29.3801,18.7828,23.9415,276.0991,0.9482,0.8286,0.8621
ISIC_0032789,0,1.92,12.414,8.8118,8.7892,176.5896,0.9265,0.9188,0.9364
ISIC_0032790,0,3.26,36.0984,21.3854,20.6241,360.807,0.9283,0.7735,0.8072
ISIC_0032791,0,3.46,16.6205,7.6267,8.209,105.7444,0.9152,0.7948,0.8456
ISIC_0032792,0,2.62,6.8175,2.611,2.6412,39.9083,0.8391,0.8534,0.8929
ISIC_0032793,2,5.16,40.5887,21.0924,28.9102,233.5482,0.9319,0.6452,0.7425
ISIC_0032794,0,4.12,65.2721,36.9727,32.3828,368.107,0.9377,0.5647,0.6391
ISIC_0032795,0,1.66,8.5588,5.7694,4.6537,108.8687,0.9194,0.9364,0.9465
ISIC_0032796,1,4.56,14.8535,9.9221,10.1629,238.1578,0.9029,0.8966,0.9231
ISIC_0032797,0,4.78,13.3277,10.5965,9.758,171.3144,0.9207,0.8779,0.9005
ISIC_0032798,0,2.94,13.5072,8.0124,6.994,77.3087,0.9491,0.8866,0.9131
ISIC_0032799,2,0.08,193.6764,168.7786,190.0163,457.3797,0.8683,0.0472,0.3184
ISIC_0032800,0,2.48,17.3742,10.8995,10.4937,133.1724,0.9453,0.8734,0.9059
ISIC_0032801,1,3.84,55.7079,29.0352,24.3508,312.5335,0.9353,0.6163,0.6833
ISIC_0032802,0,2.0,10.7021,5.607,6.0209,99.7366,0.9226,0.9188,0.9342
ISIC_0032803,0,4.68,19.6002,16.3719,16.2593,240.8583,0.932,0.8446,0.8791
ISIC_0032804,0,3.0,20.5121,11.8682,11.0941,229.5444,0.9169,0.8588,0.8784
ISIC_0032805,0,2.22,10.4746,4.6569,5.3522,83.0379,0.9221,0.9174,0.9307
ISIC_0032806,0,3.74,27.0025,14.8218,12.0085,154.4751,0.9281,0.741,0.7894
ISIC_0032807,0,4.18,38.8469,23.8732,25.7097,265.0893,0.9376,0.7021,0.7671
ISIC_0032808,1,3.12,13.877,9.5405,9.0405,190.5829,0.9033,0.8836,0.9058
ISIC_0032809,0,0.26,36.9105,24.6717,27.9487,448.2989,0.9266,0.7693,0.803
ISIC_0032810,2,5.08,131.4416,100.5957,110.6489,491.6043,0.9398,0.2129,0.4162
ISIC_0032811,0,1.66,6.0897,3.4288,3.0389,67.5074,0.896,0.9419,0.951
ISIC_0032812,1,0.0,25.2448,22.6733,23.7782,334.3839,0.9424,0.8307,0.8749
ISIC_0032813,0,4.64,54.0031,23.8657,20.0018,235.9411,0.9335,0.5967,0.6738
ISIC_0032814,0,2.02,11.6885,5.419,5.2424,99.9997,0.9123,0.908,0.925
ISIC_0032815,0,3.48,33.293,16.1935,14.3389,155.5408,0.9427,0.7366,0.7913
ISIC_0032816,0,2.02,8.3218,5.082,5.735,131.8316,0.8969,0.937,0.9459
ISIC_0032817,0,4.78,167.7394,140.5441,150.9988,611.4149,0.9551,0.2002,0.4739
ISIC_0032818,0,4.56,39.6758,24.5398,18.9078,275.7181,0.9429,0.7293,0.7837
ISIC_0032819,0,3.08,21.8484,11.9153,10.943,177.4476,0.9378,0.8566,0.8842
ISIC_0032820,0,4.66,39.583,16.9204,13.8955,207.6471,0.9374,0.7286,0.7825
ISIC_0032821,0,2.58,16.5141,5.7171,5.8429,100.7711,0.9086,0.8509,0.8818
ISIC_0032822,0,2.88,17.4705,9.3926,9.9303,146.9551,0.9293,0.8705,0.8937
ISIC_0032823,0,5.72,64.4148,29.9849,30.4066,233.338,0.9386,0.5109,0.618
ISIC_0032824,0,1.12,2.1251,1.2233,1.2915,30.8208,0.8349,0.9707,0.9745
ISIC_0032825,0,1.78,7.1817,5.7988,5.9219,81.7228,0.9171,0.9194,0.9376
ISIC_0032826,0,4.16,48.1312,27.5791,24.8189,414.9122,0.9214,0.6731,0.7244
ISIC_0032827,0,5.3,46.1917,27.9282,26.542,474.3404,0.9242,0.7208,0.7839
ISIC_0032828,1,4.14,47.3586,20.717,18.8729,279.9017,0.9291,0.6817,0.7372
ISIC_0032829,0,4.7,44.8523,28.4848,33.4569,189.1098,0.9481,0.5829,0.6729
ISIC_0032830,0,4.82,47.0263,28.6657,23.8952,325.2679,0.9327,0.6437,0.7168
ISIC_0032831,0,1.7,6.7642,3.5676,3.0756,65.6376,0.9101,0.942,0.9516
